   0.118060705484E+00  0.749636917952E-01  0.131233111393E-01  0.619996546278E-02  0.139856112860E-01  -0.161948966519E+00  0.202325942826E-01  0.356858331469E-01  -0.512575443151E-01                   
   0.127590657282E+00  0.844586692792E-01  0.179674813125E-01  -0.334811680349E-02  0.234712143918E-01  -0.170872654411E+00  0.314085970086E-01  0.486939669844E-01  -0.805579702299E-01                   
   0.137212451607E+00  0.955276614281E-01  0.211644322654E-01  -0.664272019270E-02  0.302307507539E-01  -0.172302870739E+00  0.454261023253E-01  0.621090922640E-01  -0.973201876477E-01                   
   0.147998665454E+00  0.960482738015E-01  0.227342180293E-01  -0.281401192742E-02  0.327477885192E-01  -0.168570533844E+00  0.565839409654E-01  0.747289485504E-01  -0.947812159553E-01                   
   0.164366852261E+00  0.858947265433E-01  0.237041897297E-01  0.955833218262E-02  0.318103192865E-01  -0.166104237492E+00  0.605567849182E-01  0.867508767547E-01  -0.876090478495E-01                   
   0.190990252306E+00  0.811622998542E-01  0.289790508637E-01  0.266958904109E-01  0.320386954805E-01  -0.167992465212E+00  0.586470344442E-01  0.103307136654E+00  -0.828822739731E-01                   
   0.231130354198E+00  0.788377143963E-01  0.453061036932E-01  0.437550882651E-01  0.392243524593E-01  -0.176082631386E+00  0.538880699810E-01  0.129935389751E+00  -0.801301848747E-01                   
   0.287133894835E+00  0.708056624977E-01  0.734422108035E-01  0.541454353690E-01  0.525017029495E-01  -0.176226800515E+00  0.508225763118E-01  0.168914010777E+00  -0.735592899820E-01                   
   0.346457576849E+00  0.554837355481E-01  0.109710830852E+00  0.552273642196E-01  0.710504015771E-01  -0.151714403887E+00  0.463486591713E-01  0.208954938626E+00  -0.631016526348E-01                   
   0.405583274211E+00  0.392438246698E-01  0.143899664786E+00  0.429611797748E-01  0.978173666206E-01  -0.999459708814E-01  0.407319127037E-01  0.246399718684E+00  -0.483004022670E-01                   
   0.448731480119E+00  0.296019149567E-01  0.162953552591E+00  0.199415702073E-01  0.130578819410E+00  -0.511585372915E-01  0.322703606491E-01  0.270188862090E+00  -0.367484651086E-01                   
   0.485776154463E+00  0.220631541682E-01  0.164857559191E+00  0.483321772144E-02  0.153592485879E+00  -0.179527688288E-01  0.198755417562E-01  0.288953903307E+00  -0.267191515800E-01                   
   0.502548784978E+00  0.150308312316E-01  0.163839061058E+00  0.139434626207E-02  0.170740755581E+00  -0.271253321149E-02  0.681928113434E-02  0.295888564228E+00  -0.103347949342E-01                   
   0.502548801387E+00  0.150308430926E-01  0.163839074509E+00  -0.139434028460E-02  0.170740736706E+00  0.271251991898E-02  -0.681927727808E-02  0.295888600981E+00  0.103347316169E-01                   
   0.485776142443E+00  0.220631624377E-01  0.164857562026E+00  -0.483321571569E-02  0.153592469687E+00  0.179527833999E-01  -0.198755428885E-01  0.288953859968E+00  0.267191951826E-01                   
   0.448731484657E+00  0.296017867443E-01  0.162953576266E+00  -0.199416550907E-01  0.130578808158E+00  0.511579804217E-01  -0.322702029418E-01  0.270188898736E+00  0.367484723953E-01                   
   0.405583382264E+00  0.392438232863E-01  0.143899700160E+00  -0.429611478544E-01  0.978174129535E-01  0.999458193474E-01  -0.407319346072E-01  0.246399807331E+00  0.483002232804E-01                   
   0.346457641799E+00  0.554836226399E-01  0.109710844777E+00  -0.552273092100E-01  0.710504110077E-01  0.151714208238E+00  -0.463486181324E-01  0.208954963503E+00  0.631016436960E-01                   
