   0.502200499848E-01  0.398158361833E-01  0.673980855834E-02  -0.121077670034E-02  0.915045609845E-02  -0.613547171534E-01  -0.414754437674E-02  0.880446499422E-02  -0.693153507372E-02                   
   0.502905716596E-01  0.461678854061E-01  0.818926224936E-02  -0.727505309991E-02  0.142937687300E-01  -0.605097580192E-01  0.194853859952E-02  0.123010050477E-01  -0.286572956254E-01                   
   0.501438692413E-01  0.519735602322E-01  0.940431914462E-02  -0.776005933114E-02  0.182773008296E-01  -0.537378538284E-01  0.104736211845E-01  0.159881408525E-01  -0.375153070504E-01                   
   0.501038481631E-01  0.494973767405E-01  0.101564718275E-01  -0.159190507412E-02  0.189605750950E-01  -0.404541513628E-01  0.159260610707E-01  0.190166570855E-01  -0.348744598014E-01                   
   0.520416669287E-01  0.414386795286E-01  0.100389929210E-01  0.902401030866E-02  0.176442468579E-01  -0.295042972523E-01  0.152421779495E-01  0.203452127804E-01  -0.229521288378E-01                   
   0.585091284070E-01  0.390608204710E-01  0.113789322954E-01  0.207326250206E-01  0.161518200388E-01  -0.243591694594E-01  0.879083083768E-02  0.193103738562E-01  -0.820501585892E-02                   
   0.731057359371E-01  0.425451292835E-01  0.173154891421E-01  0.327181561484E-01  0.200447249962E-01  -0.239372470243E-01  -0.231406393180E-02  0.168470251242E-01  0.439146780333E-02                   
   0.985440943509E-01  0.440339696896E-01  0.304005386685E-01  0.419264566574E-01  0.319918915802E-01  -0.195949838670E-01  -0.133820967819E-01  0.138967705054E-01  0.150534433426E-01                   
   0.129828509651E+00  0.416488270711E-01  0.533367468735E-01  0.499626382088E-01  0.519238100643E-01  -0.117104539043E-02  -0.229570726814E-01  0.854240793111E-02  0.204287828216E-01                   
   0.164991384781E+00  0.381369922965E-01  0.815326927272E-01  0.492266044882E-01  0.832963540349E-01  0.281002340724E-01  -0.301386126084E-01  0.524593794513E-02  0.211959928681E-01                   
   0.193504862696E+00  0.362820924939E-01  0.102662408453E+00  0.372706971624E-01  0.118745666950E+00  0.461381721797E-01  -0.378888753982E-01  0.127630607999E-02  0.172611210845E-01                   
   0.214504101350E+00  0.328521180747E-01  0.109491906937E+00  0.235668677506E-01  0.143802111772E+00  0.434823380945E-01  -0.458221007599E-01  -0.874067748732E-04  0.128090822049E-01                   
   0.219518574930E+00  0.260577452257E-01  0.107945607811E+00  0.142695997449E-01  0.151652443289E+00  0.229625968138E-01  -0.490172245762E-01  -0.583179963590E-02  0.179352873278E-01                   
