   0.353909688668E-01  0.443037867055E-01  0.629147890372E-02  -0.766650555529E-02  0.345646937894E-02  -0.678031257546E-01  -0.175551988554E-02  0.373942824364E-03  0.310386605280E-02                   
   0.358695070475E-01  0.548461682548E-01  0.761847627233E-02  -0.150018777019E-01  0.506632525543E-02  -0.714195209379E-01  -0.815358848636E-03  -0.192606207463E-02  -0.165084176080E-01                   
   0.347154212311E-01  0.688528572671E-01  0.794319274788E-02  -0.193263017662E-01  0.459596783839E-02  -0.703575647973E-01  0.172994806360E-02  -0.427518255570E-02  -0.290679433836E-01                   
   0.339646568795E-01  0.762844861024E-01  0.766962426358E-02  -0.173332773112E-01  0.271502729887E-02  -0.646849985401E-01  0.315234708941E-02  -0.641782560912E-02  -0.316522747716E-01                   
   0.368078872681E-01  0.768460424748E-01  0.822577326433E-02  -0.961472243450E-02  0.136785769978E-02  -0.642947693496E-01  -0.686126225267E-03  -0.875185919188E-02  -0.267751413075E-01                   
   0.466561183211E-01  0.807703348108E-01  0.118887338852E-01  -0.325095997991E-02  0.128731861373E-02  -0.810217149553E-01  -0.102351894244E-01  -0.127309288539E-01  -0.207249549552E-01                   
   0.656717999674E-01  0.924347819408E-01  0.174235732040E-01  -0.522234708801E-03  -0.176651576006E-02  -0.115199965743E+00  -0.210806901809E-01  -0.190933487323E-01  -0.200984113781E-01                   
   0.924633909684E-01  0.999235166612E-01  0.222394258082E-01  0.177407170082E-02  -0.119626287873E-01  -0.148724106800E+00  -0.261108141747E-01  -0.251326999958E-01  -0.249181947598E-01                   
   0.125266693004E+00  0.924194224175E-01  0.264608720084E-01  0.676615040853E-02  -0.293943311022E-01  -0.160480450347E+00  -0.232294888117E-01  -0.287882938456E-01  -0.378505232181E-01                   
   0.158320087010E+00  0.738621446999E-01  0.301242189202E-01  0.783060184285E-02  -0.469632125400E-01  -0.137120879499E+00  -0.145960942297E-01  -0.271950837852E-01  -0.560639607531E-01                   
   0.186525033495E+00  0.602090197836E-01  0.328488413994E-01  0.338319627044E-02  -0.606897083393E-01  -0.898236019220E-01  -0.751877073187E-02  -0.207209310607E-01  -0.830303926297E-01                   
   0.205127119629E+00  0.543275482826E-01  0.336268909900E-01  -0.575428848047E-03  -0.615680314785E-01  -0.406713983666E-01  -0.349510545058E-02  -0.490047552323E-02  -0.107613738029E+00                   
   0.216465690943E+00  0.505579289062E-01  0.354212884357E-01  -0.692257596116E-03  -0.505649402649E-01  -0.771711510851E-02  -0.284493467626E-02  0.186720365774E-01  -0.111904047672E+00                   
   0.218713151974E+00  0.494530476785E-01  0.399756620356E-01  -0.298766042652E-02  -0.331225707020E-01  0.233261574916E-02  -0.747519936972E-02  0.396689083202E-01  -0.887832031559E-01                   
   0.207862317740E+00  0.541561495294E-01  0.444099073123E-01  -0.110577272661E-01  -0.207555405910E-01  -0.188306946646E-02  -0.169367138450E-01  0.437214950588E-01  -0.472432455165E-01                   
   0.185364660617E+00  0.621811817911E-01  0.442559361723E-01  -0.182846417221E-01  -0.232686700026E-01  0.748717940648E-02  -0.256327711315E-01  0.309256461225E-01  -0.145913738144E-01                   
   0.151215442769E+00  0.677354508016E-01  0.383402465210E-01  -0.206182431483E-01  -0.286047216215E-01  0.416555415210E-01  -0.242506618271E-01  0.147426804673E-01  -0.215426655977E-02                   
   0.113283044637E+00  0.758372190532E-01  0.317574151461E-01  -0.173354428675E-01  -0.291109569208E-01  0.804508663742E-01  -0.175579085088E-01  0.183278680713E-02  -0.823338493831E-03                   
   0.781620268521E-01  0.883005691798E-01  0.271878047533E-01  -0.127545041811E-01  -0.216993537971E-01  0.990408186018E-01  -0.110243548365E-01  -0.446682932517E-02  -0.176882157730E-02                   
   0.512409806599E-01  0.965469703287E-01  0.235459600531E-01  -0.646935840005E-02  -0.109396945608E-01  0.911045271600E-01  -0.737729862344E-02  -0.711261019485E-02  0.270607332065E-02                   
