   0.507935052045E-01  0.372057428842E-01  0.886545328004E-02  -0.284584036551E-02  0.139551067407E-02  -0.511134549149E-01  -0.164879277580E-02  0.160296298435E-01  -0.166956274705E-02                   
   0.477813915343E-01  0.454154676266E-01  0.102479689986E-01  -0.953015472421E-02  0.564143747901E-02  -0.489986752381E-01  0.424905869105E-02  0.171247262218E-01  -0.185036579715E-01                   
   0.444748847611E-01  0.521154958520E-01  0.986978929309E-02  -0.922507028504E-02  0.770323375166E-02  -0.428761060144E-01  0.117350110150E-01  0.169553700745E-01  -0.253060688956E-01                   
   0.424567666778E-01  0.492840025913E-01  0.887979153140E-02  -0.172082784664E-02  0.637913337079E-02  -0.302839048160E-01  0.141452878611E-01  0.163508143345E-01  -0.233058663436E-01                   
   0.432645854305E-01  0.405582688081E-01  0.780155423237E-02  0.859599685571E-02  0.412991393789E-02  -0.199955782301E-01  0.111223885419E-01  0.160089944945E-01  -0.136532217938E-01                   
   0.483068501702E-01  0.372890795830E-01  0.817426708940E-02  0.181755874234E-01  0.161620934949E-02  -0.168845822230E-01  0.417781640653E-02  0.147492116294E-01  -0.323982884295E-03                   
   0.603064239589E-01  0.407971388870E-01  0.113327327143E-01  0.267999406373E-01  0.204110847022E-02  -0.177568842404E-01  -0.607359682929E-02  0.105344423392E-01  0.118833442379E-01                   
   0.811767409074E-01  0.419246696021E-01  0.186737896678E-01  0.321209130983E-01  0.874110175101E-02  -0.141303622337E-01  -0.162019505196E-01  0.231924145634E-02  0.242797253125E-01                   
   0.107253106203E+00  0.406107285692E-01  0.339559549018E-01  0.381921493587E-01  0.242983988244E-01  0.351307650658E-02  -0.241836896803E-01  -0.109287267262E-01  0.294985344274E-01                   
   0.137741694624E+00  0.400220795270E-01  0.561431984515E-01  0.393103297401E-01  0.524222044925E-01  0.306052211350E-01  -0.302498417593E-01  -0.230675197326E-01  0.271955424798E-01                   
   0.165414116798E+00  0.413238004608E-01  0.758285936446E-01  0.313056974517E-01  0.865840370026E-01  0.441604991952E-01  -0.380972892958E-01  -0.304688206067E-01  0.178993912930E-01                   
   0.185725939315E+00  0.412540999539E-01  0.852734469941E-01  0.181291458056E-01  0.112938889924E+00  0.334528965443E-01  -0.491899584900E-01  -0.325376174370E-01  0.997974034330E-02                   
   0.192585648459E+00  0.376963367290E-01  0.836161325326E-01  0.665559545552E-02  0.117634904817E+00  0.176295517372E-02  -0.574123658490E-01  -0.339146968517E-01  0.138817733575E-01                   
   0.183071615114E+00  0.356265800862E-01  0.748368677534E-01  0.409085932371E-02  0.101081019882E+00  -0.250453977302E-01  -0.571644791951E-01  -0.382109233851E-01  0.227574547842E-01                   
   0.160443965077E+00  0.329788608505E-01  0.704343068488E-01  0.103272837402E-01  0.756187136628E-01  -0.336337282879E-01  -0.497769156735E-01  -0.462723410015E-01  0.254050666255E-01                   
   0.132151426037E+00  0.280394481018E-01  0.739832881138E-01  0.783633432232E-02  0.527118684853E-01  -0.256315278883E-01  -0.375320364474E-01  -0.566349909772E-01  0.147088298128E-01                   
   0.106622195534E+00  0.255145168383E-01  0.735628725553E-01  -0.769015009671E-02  0.318066444227E-01  -0.447740405932E-02  -0.206277257625E-01  -0.583824063445E-01  -0.147540435066E-02                   
   0.833164025637E-01  0.309490846399E-01  0.666543856167E-01  -0.260417694437E-01  0.150314859372E-01  0.193129688414E-01  -0.406246252006E-02  -0.528385882897E-01  -0.137662398851E-01                   
   0.628787303969E-01  0.428873358734E-01  0.547533357823E-01  -0.399809748354E-01  0.770489457165E-02  0.310227562995E-01  0.209331340364E-02  -0.398783501846E-01  -0.198474609178E-01                   
   0.440503950286E-01  0.525971686289E-01  0.423549508542E-01  -0.451949287044E-01  0.443895716828E-02  0.266981777174E-01  -0.167818654890E-02  -0.254260118021E-01  -0.163525514283E-01                   
   0.308072367731E-01  0.564664861652E-01  0.305973657321E-01  -0.380641725840E-01  0.320441820194E-02  0.184434953035E-01  -0.115126824112E-01  -0.125091247722E-01  -0.479380177012E-02                   
   0.244589998232E-01  0.562792744060E-01  0.232456414020E-01  -0.245827761922E-01  0.213296714810E-02  0.184982972336E-01  -0.183456926472E-01  -0.363934385391E-02  0.123769968986E-01                   
   0.249104836597E-01  0.586698108358E-01  0.201275789349E-01  -0.131365447610E-01  0.119917726543E-02  0.319522966712E-01  -0.198895136001E-01  0.159877919585E-02  0.282240160821E-01                   
   0.296459997197E-01  0.565027827581E-01  0.182912826861E-01  -0.549936497308E-02  -0.185868130355E-03  0.491067898300E-01  -0.152932358527E-01  0.298690864095E-02  0.328729867185E-01                   
   0.353633767674E-01  0.469239526814E-01  0.161334114616E-01  -0.541384053101E-02  -0.360892170906E-02  0.602578818434E-01  -0.766762085657E-02  0.246086419460E-02  0.225664556999E-01                   
   0.389826402373E-01  0.399654928528E-01  0.129259901950E-01  -0.118252437820E-01  -0.717770945171E-02  0.658313834650E-01  -0.236093505885E-02  0.111077868901E-02  0.921143894819E-03                   
